,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
4167,10428015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4168,10428016,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4169,10428017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4170,10428018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4171,10428019,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4172,10429001,2023-12-07T16:30:00.000+01:00,119,anyVehicle,0.0,carOrLightVehicle,3.0
4173,10429002,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,1.0
4174,10430001,2023-12-07T16:30:00.000+01:00,14,anyVehicle,0.0,carOrLightVehicle,1.0
4175,10431001,2023-12-07T16:30:00.000+01:00,92,anyVehicle,0.0,carOrLightVehicle,16.0
4176,10431002,2023-12-07T16:30:00.000+01:00,143,anyVehicle,0.0,carOrLightVehicle,28.0
4177,10431003,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,7.0
4178,10431004,2023-12-07T16:30:00.000+01:00,6,anyVehicle,0.0,carOrLightVehicle,2.0
4179,10431005,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,1.0
4180,10432001,2023-12-07T16:30:00.000+01:00,212,anyVehicle,0.0,carOrLightVehicle,25.0
4181,10432002,2023-12-07T16:30:00.000+01:00,206,anyVehicle,0.0,carOrLightVehicle,38.0
4182,10432003,2023-12-07T16:30:00.000+01:00,18,anyVehicle,0.0,carOrLightVehicle,30.0
4183,10432004,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,17.0
4184,10433001,2023-12-07T16:30:00.000+01:00,85,anyVehicle,0.0,carOrLightVehicle,13.0
4185,10433002,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,10.0
4186,10433003,2023-12-07T16:30:00.000+01:00,55,anyVehicle,0.0,carOrLightVehicle,5.0
4187,10433004,2023-12-07T16:30:00.000+01:00,152,anyVehicle,0.0,carOrLightVehicle,45.0
4188,10433005,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,5.0
4189,10433013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4190,10434001,2023-12-07T16:30:00.000+01:00,80,anyVehicle,0.0,carOrLightVehicle,12.0
4191,10434002,2023-12-07T16:30:00.000+01:00,84,anyVehicle,0.0,carOrLightVehicle,47.0
4192,10434003,2023-12-07T16:30:00.000+01:00,159,anyVehicle,0.0,carOrLightVehicle,19.0
4193,10434004,2023-12-07T16:30:00.000+01:00,100,anyVehicle,0.0,carOrLightVehicle,71.0
4194,10434005,2023-12-07T16:30:00.000+01:00,111,anyVehicle,0.0,carOrLightVehicle,52.0
4195,10434006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4196,10435001,2023-12-07T16:30:00.000+01:00,190,anyVehicle,0.0,carOrLightVehicle,40.0
4197,10435002,2023-12-07T16:30:00.000+01:00,81,anyVehicle,0.0,carOrLightVehicle,83.0
4198,10435003,2023-12-07T16:30:00.000+01:00,67,anyVehicle,0.0,carOrLightVehicle,9.0
4199,10435004,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,13.0
4200,10435005,2023-12-07T16:30:00.000+01:00,141,anyVehicle,0.0,carOrLightVehicle,40.0
4201,10435006,2023-12-07T16:30:00.000+01:00,158,anyVehicle,0.0,carOrLightVehicle,71.0
4202,10435007,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,6.0
4203,10435008,2023-12-07T16:30:00.000+01:00,59,anyVehicle,0.0,carOrLightVehicle,15.0
4204,10435009,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,50.0
4205,10435010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4206,10435011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4207,10435012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4208,10435013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4209,10436001,2023-12-07T16:30:00.000+01:00,78,anyVehicle,0.0,carOrLightVehicle,11.0
4210,10436002,2023-12-07T16:30:00.000+01:00,77,anyVehicle,0.0,carOrLightVehicle,15.0
4211,10436003,2023-12-07T16:30:00.000+01:00,54,anyVehicle,0.0,carOrLightVehicle,43.0
4212,10436004,2023-12-07T16:30:00.000+01:00,63,anyVehicle,0.0,carOrLightVehicle,29.0
4213,10436005,2023-12-07T16:30:00.000+01:00,19,anyVehicle,0.0,carOrLightVehicle,1.0
4214,10436006,2023-12-07T16:30:00.000+01:00,84,anyVehicle,0.0,carOrLightVehicle,24.0
4215,10436007,2023-12-07T16:30:00.000+01:00,75,anyVehicle,0.0,carOrLightVehicle,37.0
4216,10436008,2023-12-07T16:30:00.000+01:00,107,anyVehicle,0.0,carOrLightVehicle,11.0
4217,10436009,2023-12-07T16:30:00.000+01:00,81,anyVehicle,0.0,carOrLightVehicle,8.0
4218,10436010,2023-12-07T16:30:00.000+01:00,15,anyVehicle,0.0,carOrLightVehicle,7.0
4219,10436011,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,7.0
4220,10436012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4221,10436013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4222,10436014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4223,10436015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4224,10436016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4225,10436017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4226,10436018,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4227,10436019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4228,10437001,2023-12-07T16:30:00.000+01:00,14,anyVehicle,0.0,carOrLightVehicle,15.0
4229,10437002,2023-12-07T16:30:00.000+01:00,14,anyVehicle,0.0,carOrLightVehicle,23.0
4230,10437003,2023-12-07T16:30:00.000+01:00,33,anyVehicle,0.0,carOrLightVehicle,28.0
4231,10437004,2023-12-07T16:30:00.000+01:00,74,anyVehicle,0.0,carOrLightVehicle,40.0
4232,10437005,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
4233,10437006,2023-12-07T16:30:00.000+01:00,11,anyVehicle,0.0,carOrLightVehicle,0.0
4234,10437007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4235,10437008,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
4236,10438001,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,0.0
4237,10438002,2023-12-07T16:30:00.000+01:00,188,anyVehicle,0.0,carOrLightVehicle,0.0
4238,10438003,2023-12-07T16:30:00.000+01:00,147,anyVehicle,0.0,carOrLightVehicle,0.0
4239,10438004,2023-12-07T16:30:00.000+01:00,40,anyVehicle,0.0,carOrLightVehicle,0.0
4240,10438005,2023-12-07T16:30:00.000+01:00,58,anyVehicle,0.0,carOrLightVehicle,0.0
4241,10438006,2023-12-07T16:30:00.000+01:00,139,anyVehicle,0.0,carOrLightVehicle,0.0
4242,10438007,2023-12-07T16:30:00.000+01:00,113,anyVehicle,0.0,carOrLightVehicle,0.0
4243,10438008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4244,10438009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4245,10438010,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
4246,10438011,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4247,10438012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4248,10438013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4249,10438014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4250,10439001,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4251,10439002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4252,10439003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4253,10439004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4254,10442001,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,0.0
4255,10442002,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,30.0
4256,10442003,2023-12-07T16:30:00.000+01:00,58,anyVehicle,0.0,carOrLightVehicle,37.0
4257,10442004,2023-12-07T16:30:00.000+01:00,94,anyVehicle,0.0,carOrLightVehicle,16.0
4258,10442005,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
4259,10442006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4260,10442007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4261,10442008,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,13.0
4262,10443001,2023-12-07T16:30:00.000+01:00,94,anyVehicle,0.0,carOrLightVehicle,11.0
4263,10443002,2023-12-07T16:30:00.000+01:00,78,anyVehicle,0.0,carOrLightVehicle,10.0
4264,10443003,2023-12-07T16:30:00.000+01:00,47,anyVehicle,0.0,carOrLightVehicle,32.0
4265,10443004,2023-12-07T16:30:00.000+01:00,35,anyVehicle,0.0,carOrLightVehicle,44.0
4266,10443005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4267,10443006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4268,10443007,2023-12-07T16:30:00.000+01:00,117,anyVehicle,0.0,carOrLightVehicle,38.0
4269,10443008,2023-12-07T16:30:00.000+01:00,152,anyVehicle,0.0,carOrLightVehicle,52.0
4270,10444001,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,10.0
4271,10444002,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,1.0
4272,10445001,2023-12-07T16:30:00.000+01:00,31,anyVehicle,0.0,carOrLightVehicle,1.0
4273,10445002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4274,10446001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4275,10446002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4276,10446003,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
4277,10446004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4278,10446005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4279,10446006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4280,10449001,2023-12-07T16:30:00.000+01:00,43,anyVehicle,0.0,carOrLightVehicle,17.0
4281,10449002,2023-12-07T16:30:00.000+01:00,54,anyVehicle,0.0,carOrLightVehicle,19.0
4282,10449003,2023-12-07T16:30:00.000+01:00,44,anyVehicle,0.0,carOrLightVehicle,3.0
4283,10449004,2023-12-07T16:30:00.000+01:00,77,anyVehicle,0.0,carOrLightVehicle,7.0
4284,10449005,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
4285,10449006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4286,10449007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4287,10449008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4288,10450001,2023-12-07T16:30:00.000+01:00,34,anyVehicle,0.0,carOrLightVehicle,9.0
4289,10450002,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,0.0
4290,10450003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4291,10451001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4292,10451002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4293,10451003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4294,10451004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4295,10453001,2023-12-07T16:30:00.000+01:00,92,anyVehicle,0.0,carOrLightVehicle,60.0
4296,10453002,2023-12-07T16:30:00.000+01:00,104,anyVehicle,0.0,carOrLightVehicle,35.0
4297,10453003,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4298,10453004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
4299,10453005,2023-12-07T16:30:00.000+01:00,45,anyVehicle,0.0,carOrLightVehicle,10.0
4300,10453006,2023-12-07T16:30:00.000+01:00,159,anyVehicle,0.0,carOrLightVehicle,34.0
4301,10453007,2023-12-07T16:30:00.000+01:00,27,anyVehicle,0.0,carOrLightVehicle,24.0
4302,10453008,2023-12-07T16:30:00.000+01:00,50,anyVehicle,0.0,carOrLightVehicle,64.0
4303,10453009,2023-12-07T16:30:00.000+01:00,183,anyVehicle,0.0,carOrLightVehicle,14.0
4304,10453010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
4305,10453011,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,0.0
4306,10453012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4307,10453013,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
4308,10453014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4309,10454001,2023-12-07T16:30:00.000+01:00,188,anyVehicle,0.0,carOrLightVehicle,22.0
4310,10454002,2023-12-07T16:30:00.000+01:00,233,anyVehicle,0.0,carOrLightVehicle,18.0
4311,10454003,2023-12-07T16:30:00.000+01:00,185,anyVehicle,0.0,carOrLightVehicle,21.0
4312,10454004,2023-12-07T16:30:00.000+01:00,152,anyVehicle,0.0,carOrLightVehicle,10.0
4313,10454005,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,19.0
4314,10454006,2023-12-07T16:30:00.000+01:00,29,anyVehicle,0.0,carOrLightVehicle,45.0
4315,10454007,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,0.0
4316,10454008,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
4317,10455001,2023-12-07T16:30:00.000+01:00,132,anyVehicle,0.0,carOrLightVehicle,31.0
4318,10455002,2023-12-07T16:30:00.000+01:00,141,anyVehicle,0.0,carOrLightVehicle,24.0
4319,10455003,2023-12-07T16:30:00.000+01:00,35,anyVehicle,0.0,carOrLightVehicle,64.0
4320,10455004,2023-12-07T16:30:00.000+01:00,156,anyVehicle,0.0,carOrLightVehicle,32.0
4321,10455005,2023-12-07T16:30:00.000+01:00,90,anyVehicle,0.0,carOrLightVehicle,63.0
4322,10455006,2023-12-07T16:30:00.000+01:00,67,anyVehicle,0.0,carOrLightVehicle,76.0
4323,10455007,2023-12-07T16:30:00.000+01:00,87,anyVehicle,0.0,carOrLightVehicle,47.0
4324,10455008,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,63.0
4325,10455009,2023-12-07T16:30:00.000+01:00,190,anyVehicle,0.0,carOrLightVehicle,54.0
4326,10455010,2023-12-07T16:30:00.000+01:00,209,anyVehicle,0.0,carOrLightVehicle,43.0
4327,10455011,2023-12-07T16:30:00.000+01:00,65,anyVehicle,0.0,carOrLightVehicle,12.0
4328,10455012,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,42.0
4329,10455013,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,1.0
4330,10455014,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,21.0
4331,10455015,2023-12-07T16:30:00.000+01:00,22,anyVehicle,0.0,carOrLightVehicle,4.0
4332,10455016,2023-12-07T16:30:00.000+01:00,12,anyVehicle,0.0,carOrLightVehicle,1.0
4333,10455017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4334,10455018,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,0.0
4335,10456001,2023-12-07T16:30:00.000+01:00,178,anyVehicle,0.0,carOrLightVehicle,21.0
4336,10456002,2023-12-07T16:30:00.000+01:00,162,anyVehicle,0.0,carOrLightVehicle,17.0
4337,10456003,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,0.0
4338,10456004,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,48.0
4339,10456005,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,32.0
4340,10456006,2023-12-07T16:30:00.000+01:00,9,anyVehicle,0.0,carOrLightVehicle,5.0
4341,10456007,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,4.0
4342,10456008,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,15.0
4343,10456009,2023-12-07T16:30:00.000+01:00,13,anyVehicle,0.0,carOrLightVehicle,1.0
4344,10456010,2023-12-07T16:30:00.000+01:00,169,anyVehicle,0.0,carOrLightVehicle,16.0
4345,10456011,2023-12-07T16:30:00.000+01:00,224,anyVehicle,0.0,carOrLightVehicle,16.0
4346,10456012,2023-12-07T16:30:00.000+01:00,6,anyVehicle,0.0,carOrLightVehicle,0.0
4347,10456013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4348,10456014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4349,10457001,2023-12-07T16:30:00.000+01:00,68,anyVehicle,0.0,carOrLightVehicle,15.0
4350,10457002,2023-12-07T16:30:00.000+01:00,69,anyVehicle,0.0,carOrLightVehicle,15.0
4351,10457003,2023-12-07T16:30:00.000+01:00,208,anyVehicle,0.0,carOrLightVehicle,76.0
4352,10457004,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4353,10457005,2023-12-07T16:30:00.000+01:00,78,anyVehicle,0.0,carOrLightVehicle,45.0
4354,10457006,2023-12-07T16:30:00.000+01:00,45,anyVehicle,0.0,carOrLightVehicle,23.0
4355,10457007,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,15.0
4356,10457008,2023-12-07T16:30:00.000+01:00,49,anyVehicle,0.0,carOrLightVehicle,54.0
4357,10457009,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,14.0
4358,10457010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4359,10457011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4360,10457012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4361,10457013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4362,10457014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4363,10457015,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4364,10458001,2023-12-07T16:30:00.000+01:00,176,anyVehicle,0.0,carOrLightVehicle,20.0
4365,10458002,2023-12-07T16:30:00.000+01:00,20,anyVehicle,0.0,carOrLightVehicle,2.0
4366,10458003,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,22.0
4367,10458004,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,16.0
4368,10458005,2023-12-07T16:30:00.000+01:00,48,anyVehicle,0.0,carOrLightVehicle,54.0
4369,10458006,2023-12-07T16:30:00.000+01:00,105,anyVehicle,0.0,carOrLightVehicle,54.0
4370,10458007,2023-12-07T16:30:00.000+01:00,87,anyVehicle,0.0,carOrLightVehicle,36.0
4371,10458008,2023-12-07T16:30:00.000+01:00,8,anyVehicle,0.0,carOrLightVehicle,15.0
4372,10458009,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,13.0
4373,10458010,2023-12-07T16:30:00.000+01:00,36,anyVehicle,0.0,carOrLightVehicle,35.0
4374,10458011,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,21.0
4375,10458012,2023-12-07T16:30:00.000+01:00,5,anyVehicle,0.0,carOrLightVehicle,0.0
4376,10458013,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4377,10458014,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
4378,10458015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4379,10458016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4380,10458017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4381,10458018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4382,10459007,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,7.0
4383,10459008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4384,10459009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4385,10459010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4386,10459011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4387,10459012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4388,10459013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4389,10459014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4390,10460001,2023-12-07T16:30:00.000+01:00,94,anyVehicle,0.0,carOrLightVehicle,25.0
4391,10460002,2023-12-07T16:30:00.000+01:00,46,anyVehicle,0.0,carOrLightVehicle,57.0
4392,10460003,2023-12-07T16:30:00.000+01:00,68,anyVehicle,0.0,carOrLightVehicle,43.0
4393,10460004,2023-12-07T16:30:00.000+01:00,32,anyVehicle,0.0,carOrLightVehicle,11.0
4394,10460005,2023-12-07T16:30:00.000+01:00,113,anyVehicle,0.0,carOrLightVehicle,65.0
4395,10460006,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,19.0
4396,10460007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4397,10460008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4398,10460009,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4399,10460010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4400,10460011,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4401,10461001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4402,10461002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4403,10461003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4404,10461004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4405,10461005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4406,10461006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4407,10461007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4408,10461008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4409,10461009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4410,10461010,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4411,10461011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4412,10463001,2023-12-07T16:30:00.000+01:00,53,anyVehicle,0.0,carOrLightVehicle,16.0
4413,10463002,2023-12-07T16:30:00.000+01:00,37,anyVehicle,0.0,carOrLightVehicle,52.0
4414,10463003,2023-12-07T16:30:00.000+01:00,32,anyVehicle,0.0,carOrLightVehicle,9.0
4415,10463004,2023-12-07T16:30:00.000+01:00,42,anyVehicle,0.0,carOrLightVehicle,11.0
4416,10463005,2023-12-07T16:30:00.000+01:00,37,anyVehicle,0.0,carOrLightVehicle,13.0
4417,10463006,2023-12-07T16:30:00.000+01:00,7,anyVehicle,0.0,carOrLightVehicle,20.0
4418,10463007,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,34.0
4419,10463008,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,5.0
4420,10463009,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,2.0
4421,10463010,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,0.0
4422,10463011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4423,10463012,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
4424,10463013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4425,10463014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4426,10463015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
4427,10464001,2023-12-07T16:30:00.000+01:00,20,anyVehicle,0.0,carOrLightVehicle,2.0
4428,10464002,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,3.0
4429,10464003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
