,detid,timestamp,flow,vehicleTypeFlow,speed,vehicleTypeSpeed,occupancy_percentage
265,4133012,2023-12-07T16:30:00.000+01:00,156,anyVehicle,38.88,carOrLightVehicle,8.0
266,4133021,2023-12-07T16:30:00.000+01:00,118,anyVehicle,14.04,carOrLightVehicle,34.0
267,4133022,2023-12-07T16:30:00.000+01:00,131,anyVehicle,15.48,carOrLightVehicle,33.0
268,4134011,2023-12-07T16:30:00.000+01:00,142,anyVehicle,15.12,carOrLightVehicle,35.0
269,4134021,2023-12-07T16:30:00.000+01:00,10,anyVehicle,49.32,carOrLightVehicle,0.0
270,4134022,2023-12-07T16:30:00.000+01:00,91,anyVehicle,43.56,carOrLightVehicle,4.0
271,4134023,2023-12-07T16:30:00.000+01:00,104,anyVehicle,38.52,carOrLightVehicle,5.0
272,4135011,2023-12-07T16:30:00.000+01:00,343,anyVehicle,22.68,carOrLightVehicle,33.0
273,4135012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
274,4135021,2023-12-07T16:30:00.000+01:00,359,anyVehicle,51.84,carOrLightVehicle,14.0
275,4135022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
276,4136011,2023-12-07T16:30:00.000+01:00,96,anyVehicle,38.52,carOrLightVehicle,5.0
277,4136021,2023-12-07T16:30:00.000+01:00,157,anyVehicle,10.8,carOrLightVehicle,33.0
278,4137011,2023-12-07T16:30:00.000+01:00,17,anyVehicle,49.68,carOrLightVehicle,1.0
279,4137012,2023-12-07T16:30:00.000+01:00,108,anyVehicle,42.48,carOrLightVehicle,5.0
280,4137013,2023-12-07T16:30:00.000+01:00,1,anyVehicle,37.08,carOrLightVehicle,0.0
281,4137021,2023-12-07T16:30:00.000+01:00,43,anyVehicle,41.04,carOrLightVehicle,2.0
282,4137022,2023-12-07T16:30:00.000+01:00,195,anyVehicle,44.64,carOrLightVehicle,9.0
283,4138011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
284,4138012,2023-12-07T16:30:00.000+01:00,151,anyVehicle,55.08,carOrLightVehicle,6.0
285,4138013,2023-12-07T16:30:00.000+01:00,136,anyVehicle,55.44,carOrLightVehicle,6.0
286,4138014,2023-12-07T16:30:00.000+01:00,94,anyVehicle,59.04,carOrLightVehicle,3.0
287,4138021,2023-12-07T16:30:00.000+01:00,107,anyVehicle,51.48,carOrLightVehicle,5.0
288,4138022,2023-12-07T16:30:00.000+01:00,5,anyVehicle,55.8,carOrLightVehicle,0.0
289,4138023,2023-12-07T16:30:00.000+01:00,139,anyVehicle,52.92,carOrLightVehicle,5.0
290,4138024,2023-12-07T16:30:00.000+01:00,85,anyVehicle,57.24,carOrLightVehicle,3.0
291,4139011,2023-12-07T16:30:00.000+01:00,179,anyVehicle,28.08,carOrLightVehicle,14.0
292,4139021,2023-12-07T16:30:00.000+01:00,109,anyVehicle,11.88,carOrLightVehicle,39.0
293,4139022,2023-12-07T16:30:00.000+01:00,51,anyVehicle,18.36,carOrLightVehicle,21.0
294,4140011,2023-12-07T16:30:00.000+01:00,51,anyVehicle,42.84,carOrLightVehicle,2.0
295,4140012,2023-12-07T16:30:00.000+01:00,83,anyVehicle,46.08,carOrLightVehicle,3.0
296,4140021,2023-12-07T16:30:00.000+01:00,47,anyVehicle,38.88,carOrLightVehicle,3.0
297,4140022,2023-12-07T16:30:00.000+01:00,110,anyVehicle,42.48,carOrLightVehicle,5.0
298,4141011,2023-12-07T16:30:00.000+01:00,99,anyVehicle,33.84,carOrLightVehicle,6.0
299,4141012,2023-12-07T16:30:00.000+01:00,172,anyVehicle,33.84,carOrLightVehicle,10.0
300,4141021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
301,4141022,2023-12-07T16:30:00.000+01:00,103,anyVehicle,23.04,carOrLightVehicle,18.0
302,4142011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
303,4142021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
304,4144011,2023-12-07T16:30:00.000+01:00,38,anyVehicle,41.76,carOrLightVehicle,1.0
305,4144012,2023-12-07T16:30:00.000+01:00,87,anyVehicle,38.88,carOrLightVehicle,4.0
306,4144021,2023-12-07T16:30:00.000+01:00,72,anyVehicle,42.84,carOrLightVehicle,4.0
307,4144022,2023-12-07T16:30:00.000+01:00,89,anyVehicle,41.4,carOrLightVehicle,4.0
308,4145011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
309,4145012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
310,4145013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
311,4145021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
312,4145022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
313,4145023,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
314,4146011,2023-12-07T16:30:00.000+01:00,208,anyVehicle,28.08,carOrLightVehicle,23.0
315,4146021,2023-12-07T16:30:00.000+01:00,167,anyVehicle,24.84,carOrLightVehicle,43.0
316,4147011,2023-12-07T16:30:00.000+01:00,85,anyVehicle,54.72,carOrLightVehicle,4.0
317,4147012,2023-12-07T16:30:00.000+01:00,157,anyVehicle,55.44,carOrLightVehicle,6.0
318,4147013,2023-12-07T16:30:00.000+01:00,408,anyVehicle,46.08,carOrLightVehicle,19.0
319,4147014,2023-12-07T16:30:00.000+01:00,456,anyVehicle,52.92,carOrLightVehicle,18.0
320,4147021,2023-12-07T16:30:00.000+01:00,289,anyVehicle,17.64,carOrLightVehicle,35.0
321,4147022,2023-12-07T16:30:00.000+01:00,274,anyVehicle,16.56,carOrLightVehicle,38.0
322,4147023,2023-12-07T16:30:00.000+01:00,299,anyVehicle,22.32,carOrLightVehicle,28.0
323,4148011,2023-12-07T16:30:00.000+01:00,232,anyVehicle,46.08,carOrLightVehicle,10.0
324,4148021,2023-12-07T16:30:00.000+01:00,243,anyVehicle,43.56,carOrLightVehicle,12.0
325,4149011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
326,4149021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
327,4149022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
328,4150011,2023-12-07T16:30:00.000+01:00,187,anyVehicle,13.32,carOrLightVehicle,32.0
329,4150012,2023-12-07T16:30:00.000+01:00,182,anyVehicle,10.44,carOrLightVehicle,40.0
330,4150021,2023-12-07T16:30:00.000+01:00,280,anyVehicle,27.36,carOrLightVehicle,29.0
331,4150022,2023-12-07T16:30:00.000+01:00,79,anyVehicle,46.44,carOrLightVehicle,4.0
332,4150023,2023-12-07T16:30:00.000+01:00,112,anyVehicle,49.32,carOrLightVehicle,4.0
333,4150024,2023-12-07T16:30:00.000+01:00,160,anyVehicle,52.56,carOrLightVehicle,6.0
334,4150025,2023-12-07T16:30:00.000+01:00,181,anyVehicle,57.24,carOrLightVehicle,10.0
335,4151011,2023-12-07T16:30:00.000+01:00,85,anyVehicle,49.68,carOrLightVehicle,4.0
336,4151012,2023-12-07T16:30:00.000+01:00,104,anyVehicle,50.76,carOrLightVehicle,4.0
337,4151021,2023-12-07T16:30:00.000+01:00,138,anyVehicle,27.0,carOrLightVehicle,18.0
338,4151022,2023-12-07T16:30:00.000+01:00,150,anyVehicle,28.44,carOrLightVehicle,21.0
339,4152011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
340,4152012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
341,4152021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
342,4152022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
343,4153011,2023-12-07T16:30:00.000+01:00,61,anyVehicle,37.8,carOrLightVehicle,5.0
344,4153012,2023-12-07T16:30:00.000+01:00,106,anyVehicle,34.2,carOrLightVehicle,9.0
345,4153013,2023-12-07T16:30:00.000+01:00,68,anyVehicle,34.56,carOrLightVehicle,5.0
346,4153014,2023-12-07T16:30:00.000+01:00,31,anyVehicle,35.64,carOrLightVehicle,2.0
347,4153021,2023-12-07T16:30:00.000+01:00,117,anyVehicle,31.32,carOrLightVehicle,14.0
348,4153022,2023-12-07T16:30:00.000+01:00,102,anyVehicle,31.32,carOrLightVehicle,10.0
349,4153023,2023-12-07T16:30:00.000+01:00,104,anyVehicle,27.36,carOrLightVehicle,12.0
350,4154011,2023-12-07T16:30:00.000+01:00,201,anyVehicle,28.08,carOrLightVehicle,20.0
351,4154021,2023-12-07T16:30:00.000+01:00,129,anyVehicle,40.32,carOrLightVehicle,7.0
352,4155011,2023-12-07T16:30:00.000+01:00,124,anyVehicle,24.84,carOrLightVehicle,26.0
353,4155012,2023-12-07T16:30:00.000+01:00,103,anyVehicle,25.2,carOrLightVehicle,38.0
354,4155021,2023-12-07T16:30:00.000+01:00,96,anyVehicle,45.36,carOrLightVehicle,4.0
355,4155022,2023-12-07T16:30:00.000+01:00,175,anyVehicle,45.0,carOrLightVehicle,8.0
356,4156011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
357,4156021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
358,4157011,2023-12-07T16:30:00.000+01:00,85,anyVehicle,50.4,carOrLightVehicle,4.0
359,4157012,2023-12-07T16:30:00.000+01:00,82,anyVehicle,52.2,carOrLightVehicle,3.0
360,4157013,2023-12-07T16:30:00.000+01:00,26,anyVehicle,80.28,carOrLightVehicle,55.0
361,4157021,2023-12-07T16:30:00.000+01:00,69,anyVehicle,20.16,carOrLightVehicle,58.0
362,4157022,2023-12-07T16:30:00.000+01:00,47,anyVehicle,9.72,carOrLightVehicle,41.0
363,4157023,2023-12-07T16:30:00.000+01:00,58,anyVehicle,34.2,carOrLightVehicle,3.0
364,4158011,2023-12-07T16:30:00.000+01:00,90,anyVehicle,16.92,carOrLightVehicle,25.0
365,4158012,2023-12-07T16:30:00.000+01:00,39,anyVehicle,6.84,carOrLightVehicle,62.0
366,4158021,2023-12-07T16:30:00.000+01:00,42,anyVehicle,35.28,carOrLightVehicle,2.0
367,4158022,2023-12-07T16:30:00.000+01:00,75,anyVehicle,34.56,carOrLightVehicle,4.0
368,4158023,2023-12-07T16:30:00.000+01:00,121,anyVehicle,34.56,carOrLightVehicle,7.0
369,4158024,2023-12-07T16:30:00.000+01:00,35,anyVehicle,37.08,carOrLightVehicle,2.0
370,4160011,2023-12-07T16:30:00.000+01:00,104,anyVehicle,24.12,carOrLightVehicle,11.0
371,4160021,2023-12-07T16:30:00.000+01:00,79,anyVehicle,11.52,carOrLightVehicle,32.0
372,4161011,2023-12-07T16:30:00.000+01:00,8,anyVehicle,33.12,carOrLightVehicle,0.0
373,4161012,2023-12-07T16:30:00.000+01:00,36,anyVehicle,44.64,carOrLightVehicle,2.0
374,4161013,2023-12-07T16:30:00.000+01:00,15,anyVehicle,37.08,carOrLightVehicle,1.0
375,4161021,2023-12-07T16:30:00.000+01:00,24,anyVehicle,44.64,carOrLightVehicle,1.0
376,4161022,2023-12-07T16:30:00.000+01:00,17,anyVehicle,19.8,carOrLightVehicle,3.0
377,4161023,2023-12-07T16:30:00.000+01:00,101,anyVehicle,10.44,carOrLightVehicle,44.0
378,4162011,2023-12-07T16:30:00.000+01:00,32,anyVehicle,30.24,carOrLightVehicle,3.0
379,4162012,2023-12-07T16:30:00.000+01:00,122,anyVehicle,29.52,carOrLightVehicle,10.0
380,4162021,2023-12-07T16:30:00.000+01:00,180,anyVehicle,24.48,carOrLightVehicle,21.0
381,4163011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
382,4163012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
383,4163021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
384,4163022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
385,4164011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
386,4164021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
387,4165011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
388,4165021,2023-12-07T16:30:00.000+01:00,50,anyVehicle,28.8,carOrLightVehicle,4.0
389,4165022,2023-12-07T16:30:00.000+01:00,46,anyVehicle,16.92,carOrLightVehicle,39.0
390,4166011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
391,4166012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
392,4166021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
393,4166022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
394,4167011,2023-12-07T16:30:00.000+01:00,122,anyVehicle,40.32,carOrLightVehicle,7.0
395,4167012,2023-12-07T16:30:00.000+01:00,166,anyVehicle,38.52,carOrLightVehicle,10.0
396,4167021,2023-12-07T16:30:00.000+01:00,178,anyVehicle,38.52,carOrLightVehicle,10.0
397,4167022,2023-12-07T16:30:00.000+01:00,67,anyVehicle,40.32,carOrLightVehicle,3.0
398,4168011,2023-12-07T16:30:00.000+01:00,162,anyVehicle,37.08,carOrLightVehicle,9.0
399,4168021,2023-12-07T16:30:00.000+01:00,147,anyVehicle,28.8,carOrLightVehicle,12.0
400,4169011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
401,4169021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
402,4170011,2023-12-07T16:30:00.000+01:00,45,anyVehicle,39.6,carOrLightVehicle,2.0
403,4170021,2023-12-07T16:30:00.000+01:00,90,anyVehicle,40.68,carOrLightVehicle,4.0
404,4171011,2023-12-07T16:30:00.000+01:00,81,anyVehicle,32.4,carOrLightVehicle,7.0
405,4171012,2023-12-07T16:30:00.000+01:00,45,anyVehicle,0.0,carOrLightVehicle,6.0
406,4171021,2023-12-07T16:30:00.000+01:00,102,anyVehicle,29.88,carOrLightVehicle,8.0
407,4171022,2023-12-07T16:30:00.000+01:00,69,anyVehicle,0.0,carOrLightVehicle,21.0
408,4172011,2023-12-07T16:30:00.000+01:00,228,anyVehicle,27.0,carOrLightVehicle,24.0
409,4172021,2023-12-07T16:30:00.000+01:00,152,anyVehicle,31.32,carOrLightVehicle,17.0
410,4173011,2023-12-07T16:30:00.000+01:00,96,anyVehicle,28.8,carOrLightVehicle,15.0
411,4173012,2023-12-07T16:30:00.000+01:00,86,anyVehicle,36.0,carOrLightVehicle,6.0
412,4173013,2023-12-07T16:30:00.000+01:00,69,anyVehicle,38.88,carOrLightVehicle,4.0
413,4173021,2023-12-07T16:30:00.000+01:00,100,anyVehicle,50.76,carOrLightVehicle,5.0
414,4173022,2023-12-07T16:30:00.000+01:00,164,anyVehicle,52.92,carOrLightVehicle,6.0
415,4173023,2023-12-07T16:30:00.000+01:00,166,anyVehicle,51.12,carOrLightVehicle,6.0
416,4174011,2023-12-07T16:30:00.000+01:00,170,anyVehicle,40.68,carOrLightVehicle,10.0
417,4174012,2023-12-07T16:30:00.000+01:00,319,anyVehicle,20.88,carOrLightVehicle,38.0
418,4174013,2023-12-07T16:30:00.000+01:00,374,anyVehicle,25.92,carOrLightVehicle,33.0
419,4174021,2023-12-07T16:30:00.000+01:00,224,anyVehicle,48.6,carOrLightVehicle,11.0
420,4174022,2023-12-07T16:30:00.000+01:00,373,anyVehicle,47.16,carOrLightVehicle,17.0
421,4174023,2023-12-07T16:30:00.000+01:00,397,anyVehicle,51.12,carOrLightVehicle,17.0
422,4175011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
423,4175012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
424,4175013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
425,4176011,2023-12-07T16:30:00.000+01:00,101,anyVehicle,14.4,carOrLightVehicle,35.0
426,4176021,2023-12-07T16:30:00.000+01:00,185,anyVehicle,53.28,carOrLightVehicle,8.0
427,4176022,2023-12-07T16:30:00.000+01:00,360,anyVehicle,49.68,carOrLightVehicle,17.0
428,4176023,2023-12-07T16:30:00.000+01:00,361,anyVehicle,52.56,carOrLightVehicle,16.0
429,4177011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
430,4177021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
431,4180011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
432,4180021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
433,4181011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
434,4181021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
435,4182011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
436,4182021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
437,4183011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
438,4183021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,,0.0
439,4199011,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
440,4199012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
441,4199021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
442,4199022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
443,10002001,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
444,10002002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
445,10002003,2023-12-07T16:30:00.000+01:00,16,anyVehicle,0.0,carOrLightVehicle,0.0
446,10002004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
447,10002005,2023-12-07T16:30:00.000+01:00,71,anyVehicle,0.0,carOrLightVehicle,11.0
448,10002006,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,6.0
449,10002007,2023-12-07T16:30:00.000+01:00,21,anyVehicle,0.0,carOrLightVehicle,6.0
450,10002008,2023-12-07T16:30:00.000+01:00,41,anyVehicle,0.0,carOrLightVehicle,5.0
451,10003001,2023-12-07T16:30:00.000+01:00,30,anyVehicle,0.0,carOrLightVehicle,22.0
452,10003002,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,23.0
453,10003003,2023-12-07T16:30:00.000+01:00,16,anyVehicle,0.0,carOrLightVehicle,2.0
454,10003004,2023-12-07T16:30:00.000+01:00,17,anyVehicle,0.0,carOrLightVehicle,2.0
455,10003005,2023-12-07T16:30:00.000+01:00,26,anyVehicle,0.0,carOrLightVehicle,4.0
456,10003006,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
457,10003007,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,0.0
458,10003009,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,5.0
459,10003010,2023-12-07T16:30:00.000+01:00,2,anyVehicle,0.0,carOrLightVehicle,1.0
460,10003011,2023-12-07T16:30:00.000+01:00,3,anyVehicle,0.0,carOrLightVehicle,10.0
461,10003012,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
462,10003013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
463,10003014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
464,10003015,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
465,10003016,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
466,10003017,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
467,10003018,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
468,10003019,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
469,10003020,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
470,10003021,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
471,10003022,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
472,10003023,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
473,10005001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
474,10005002,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
475,10005003,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
476,10005004,2023-12-07T16:30:00.000+01:00,38,anyVehicle,0.0,carOrLightVehicle,34.0
477,10005005,2023-12-07T16:30:00.000+01:00,23,anyVehicle,0.0,carOrLightVehicle,19.0
478,10005006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
479,10005007,2023-12-07T16:30:00.000+01:00,122,anyVehicle,0.0,carOrLightVehicle,98.0
480,10005008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
481,10005009,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
482,10005010,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,100.0
483,10005011,2023-12-07T16:30:00.000+01:00,33,anyVehicle,0.0,carOrLightVehicle,72.0
484,10005012,2023-12-07T16:30:00.000+01:00,72,anyVehicle,0.0,carOrLightVehicle,96.0
485,10005013,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
486,10005014,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
487,10005015,2023-12-07T16:30:00.000+01:00,4,anyVehicle,0.0,carOrLightVehicle,3.0
488,10005032,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
489,10005033,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
490,10005034,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
491,10005035,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
492,10005036,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
493,10005037,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
494,10005038,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
495,10005039,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
496,10005040,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
497,10006001,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
498,10006002,2023-12-07T16:30:00.000+01:00,81,anyVehicle,0.0,carOrLightVehicle,42.0
499,10006003,2023-12-07T16:30:00.000+01:00,93,anyVehicle,0.0,carOrLightVehicle,34.0
500,10006004,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
501,10006005,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
502,10006006,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
503,10006007,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
504,10006008,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,100.0
505,10008001,2023-12-07T16:30:00.000+01:00,64,anyVehicle,0.0,carOrLightVehicle,33.0
506,10008002,2023-12-07T16:30:00.000+01:00,90,anyVehicle,0.0,carOrLightVehicle,52.0
507,10008003,2023-12-07T16:30:00.000+01:00,24,anyVehicle,0.0,carOrLightVehicle,43.0
508,10008004,2023-12-07T16:30:00.000+01:00,25,anyVehicle,0.0,carOrLightVehicle,24.0
509,10008005,2023-12-07T16:30:00.000+01:00,62,anyVehicle,0.0,carOrLightVehicle,32.0
510,10008006,2023-12-07T16:30:00.000+01:00,94,anyVehicle,0.0,carOrLightVehicle,46.0
511,10008007,2023-12-07T16:30:00.000+01:00,47,anyVehicle,0.0,carOrLightVehicle,83.0
512,10008008,2023-12-07T16:30:00.000+01:00,31,anyVehicle,0.0,carOrLightVehicle,2.0
513,10008009,2023-12-07T16:30:00.000+01:00,106,anyVehicle,0.0,carOrLightVehicle,56.0
514,10008010,2023-12-07T16:30:00.000+01:00,108,anyVehicle,0.0,carOrLightVehicle,56.0
515,10008011,2023-12-07T16:30:00.000+01:00,98,anyVehicle,0.0,carOrLightVehicle,12.0
516,10008012,2023-12-07T16:30:00.000+01:00,113,anyVehicle,0.0,carOrLightVehicle,19.0
517,10008013,2023-12-07T16:30:00.000+01:00,80,anyVehicle,0.0,carOrLightVehicle,63.0
518,10008030,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
519,10008031,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
520,10008032,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
521,10008033,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
522,10008034,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
523,10008035,2023-12-07T16:30:00.000+01:00,1,anyVehicle,0.0,carOrLightVehicle,4.0
524,10008036,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
525,10008037,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
526,10008038,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
527,10008039,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
528,10008040,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
529,10008041,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
530,10008042,2023-12-07T16:30:00.000+01:00,0,anyVehicle,0.0,carOrLightVehicle,0.0
531,10009001,2023-12-07T16:30:00.000+01:00,83,anyVehicle,0.0,carOrLightVehicle,12.0
532,10009002,2023-12-07T16:30:00.000+01:00,114,anyVehicle,0.0,carOrLightVehicle,25.0
533,10009003,2023-12-07T16:30:00.000+01:00,112,anyVehicle,0.0,carOrLightVehicle,14.0
534,10009004,2023-12-07T16:30:00.000+01:00,130,anyVehicle,0.0,carOrLightVehicle,33.0
